stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_short_name
100573,Eastbound Cadboro Bay at Bee (#100573),48.4322399996,-123.321641,0,,Eastbound Cadboro Bay at Bee
100574,Westbound Oak Bay at Elgin (#100574),48.4265820001,-123.319604,0,,Westbound Oak Bay at Elgin
100575,Northbound Foul Bay at Cadboro Bay (#100575),48.4327989998,-123.322288001,0,,Northbound Foul Bay at Cadboro Bay
100576,Northbound Tillicum at Arnot (#100576),48.4482829997,-123.399750999,0,,Northbound Tillicum at Arnot
100577,Northbound Shelbourne at Myrtle (#100577),48.4439790004,-123.333265,0,,Northbound Shelbourne at Myrtle
100578,Southbound Maplewood at Ocean View (#100578),48.4518689996,-123.350887,0,,Southbound Maplewood at Ocean View
100579,Westbound Colville at Veterans (#100579),48.4379399996,-123.414688,0,,Westbound Colville at Veterans
100580,Southbound Admirals at Naden (#100580),48.4337950002,-123.417837,0,,Southbound Admirals at Naden
100581,Southbound Tillicum at Arnot (#100581),48.4480370001,-123.400292001,0,,Southbound Tillicum at Arnot
100582,Northbound Victoria at Windsor (#100582),48.4217800002,-123.318399,0,,Northbound Victoria at Windsor
100583,Northbound Victoria at McNeill (#100583),48.4206040004,-123.318334,0,,Northbound Victoria at McNeill
100584,Westbound North Dairy at Wetherby (#100584),48.4483090003,-123.340074999,0,,Westbound North Dairy at Wetherby
100585,Eastbound 1110 block Craigflower (#100585),48.4441410002,-123.407405,0,,Eastbound 1110 block Craigflower
100586,Westbound 1115 block Craigflower (#100586),48.4441786676,-123.40720623,0,,Westbound 1115 block Craigflower
100587,Westbound Burnside Rd W at Donald (#100587),48.4522662474,-123.389998494,0,,Westbound Burnside at Donald
100588,Eastbound Oak Bay at Yale (#100588),48.4264439999,-123.318547,0,,Eastbound Oak Bay at Yale
100589,Northbound Victoria at Pentland (#100589),48.4195640003,-123.317716999,0,,Northbound Victoria at Pentland
100590,Southbound Shelbourne at Hillside (#100590),48.4450939995,-123.333421,0,,Southbound Shelbourne at Hillside
100591,Northbound Victoria at Central (#100591),48.4170819999,-123.31785,0,,Northbound Victoria at Central
100592,Northbound Admirals at Lockley (#100592),48.4353610003,-123.417341001,0,,Northbound Admirals at Lockley
100593,Westbound Saanich at Blanshard (#100593),48.4549599999,-123.372930001,0,,Westbound Saanich at Blanshard
100594,Eastbound Esquimalt at Sturdee (#100594),48.4296629999,-123.420812999,0,,Eastbound Esquimalt at Sturdee
100595,Westbound Hillside at Shelbourne (#100595),48.4454549998,-123.334038,0,,Westbound Hillside at Shelbourne
100596,Southbound Richmond at Allenby (#100596),48.4410529999,-123.327726,0,,Southbound Richmond at Allenby
100597,Westbound Esquimalt at Foster (#100597),48.429662,-123.422023,0,,Westbound Esquimalt at Foster
100598,Southbound Tillicum at Obed (#100598),48.4497259996,-123.398374,0,,Southbound Tillicum at Obed
100599,Northbound 3430 block Quadra (#100599),48.4543320001,-123.359864,0,,Northbound 3430 block Quadra
100600,Eastbound Saanich at Blanshard (#100600),48.4553179996,-123.371536,0,,Eastbound Saanich at Blanshard
100601,Northbound Tillicum at Obed (#100601),48.4502780001,-123.397465,0,,Northbound Tillicum at Obed
100602,Southbound Foul Bay at Haultain (#100602),48.4354559996,-123.322351,0,,Southbound Foul Bay at Haultain
100603,Northbound Maplewood at Oakmount (#100603),48.4529720002,-123.350443,0,,Northbound Maplewood at Oakmount
100604,Westbound Obed at Tillicum (#100604),48.4502560002,-123.398304999,0,,Westbound Obed at Tillicum
100605,Northbound Foul Bay at Haultain (#100605),48.4356430004,-123.322152,0,,Northbound Foul Bay at Haultain
100606,Northbound Richmond at Allenby (#100606),48.4415189998,-123.327450999,0,,Northbound Richmond at Allenby
100608,Eastbound Obed at Tillicum (#100608),48.4500470002,-123.398218,0,,Eastbound Obed at Tillicum
100609,Eastbound Blanshard at Saanich (#100609),48.4555610004,-123.372841,0,,Eastbound Blanshard at Saanich
100610,Westbound North Dairy at Keats (#100610),48.4482676465,-123.337263267,0,,Westbound North Dairy at Keats
100611,Eastbound North Dairy at Keats (#100611),48.4481380001,-123.336781,0,,Eastbound North Dairy at Keats
100612,Bay 1 (#100612),48.4475679996,-123.336479001,0,,Bay 1
100613,Eastbound Colville at Flag (#100613),48.4375881074,-123.416832416,0,,Eastbound Colville at Flag
100614,Southbound Quadra at Cook (#100614),48.4551910003,-123.359754999,0,,Southbound Quadra at Cook
100615,Northbound Shelbourne at Hillside (#100615),48.4461840003,-123.333140001,0,,Northbound Shelbourne at Hillside
100616,Eastbound Cadboro Bay at Epworth (#100616),48.4325120001,-123.319263,0,,Eastbound Cadboro Bay at Epworth
100617,Westbound Gorge Rd W at Gorge View (#100617),48.4485120004,-123.403212,0,,Westbound Gorge at Gorge View
100618,Eastbound Hillside at Lansdowne (#100618),48.4458299999,-123.332631,0,,Eastbound Hillside at Lansdowne
100619,Southbound Tillicum at Maddock Ave W (#100619),48.4515419998,-123.396338,0,,Southbound Tillicum at Maddock
100620,Westbound Burnside Rd W at Orillia (#100620),48.4531589999,-123.391623,0,,Westbound Burnside at Orillia
100621,Westbound Admirals at Lockley (#100621),48.4370339999,-123.41803,0,,Westbound Admirals at Lockley
100622,Eastbound Oak Bay at Wilmot (#100622),48.4264470001,-123.317017001,0,,Eastbound Oak Bay at Wilmot
100623,Eastbound Burnside Rd W at Albina (#100623),48.4531440001,-123.392,0,,Eastbound Burnside at Albina
100624,Eastbound Admirals at Colville (#100624),48.4369417951,-123.418247918,0,,Eastbound Admirals at Colville
100625,Southbound Foul Bay at Kings (#100625),48.437378,-123.322275,0,,Southbound Foul Bay at Kings
100626,Northbound Foul Bay at Kings (#100626),48.4375589998,-123.322061,0,,Northbound Foul Bay at Kings
100627,Northbound Cedar Hill at McRae (#100627),48.4509620001,-123.340883,0,,Northbound Cedar Hill at McRae
100628,Northbound Tillicum at Maddock Ave W (#100628),48.4522200003,-123.395259001,0,,Northbound Tillicum at Maddock
100629,Eastbound Windsor at Hampshire (#100629),48.4219780003,-123.315611,0,,Eastbound Windsor at Hampshire
100630,Southbound Maplewood at Camrose (#100630),48.4540819996,-123.350676,0,,Southbound Maplewood at Camrose
100631,Southbound Cedar Hill at McRae (#100631),48.4508789998,-123.341221,0,,Southbound Cedar Hill at McRae
100632,Westbound Oak Bay at Hampshire (#100632),48.4265619543,-123.315714123,0,,Westbound Oak Bay at Hampshire
100633,Westbound Central at Monterey (#100633),48.4166509997,-123.315247001,0,,Westbound Central at Monterey
100634,Westbound Craigflower at Forshaw (#100634),48.4454199999,-123.409733,0,,Westbound Craigflower at Forshaw
100635,Eastbound Esquimalt at Grafton (#100635),48.4293579997,-123.423434,0,,Eastbound Esquimalt at Grafton
100636,Southbound Shelbourne at North Dairy (#100636),48.4471949999,-123.333332,0,,Southbound Shelbourne at North Dairy
100637,Westbound North Dairy at Browning (#100637),48.4482419999,-123.33469,0,,Westbound North Dairy at Browning
100638,Westbound Colville at Admirals (#100638),48.4375450002,-123.418681,0,,Westbound Colville at Admirals
100639,Westbound Cadboro Bay at Epworth (#100639),48.4325439999,-123.320104,0,,Westbound Cadboro Bay at Epworth
100640,Eastbound Gorge Rd W at Gorge View (#100640),48.4483069997,-123.403107,0,,Eastbound Gorge at Gorge View
100641,Westbound Lansdowne at Aldridge (#100641),48.4462339996,-123.331148,0,,Westbound Lansdowne at Aldridge
100642,Westbound Vernon at Nigel (#100642),48.4568960003,-123.372052,0,,Westbound Vernon at Nigel
100643,Southbound Saanich at Calumet (#100643),48.4567910003,-123.369769999,0,,Southbound Saanich at Calumet
100644,Eastbound Craigflower at Forshaw (#100644),48.4455869999,-123.410433,0,,Eastbound Craigflower at Forshaw
100645,Northbound Saanich at Darwin (#100645),48.4571650002,-123.369302,0,,Northbound Saanich at Darwin
100646,Southbound Richmond at Forrester (#100646),48.4440550003,-123.327076999,0,,Southbound Richmond at Forrester
100647,Southbound Quadra at Tattersall Dr (#100647),48.4578549998,-123.360019,0,,Southbound Quadra at Tattersall Dr
100648,Southbound Tillicum at Burnside Rd W (#100648),48.4533390002,-123.394362999,0,,Southbound Tillicum at Burnside
100649,Eastbound Obed at Bodega (#100649),48.4512889997,-123.400606001,0,,Eastbound Obed at Bodega
100650,Eastbound Blanshard at Ravine (#100650),48.4570069999,-123.376007,0,,Eastbound Blanshard at Ravine
100651,Southbound Canteen at Esquimalt (#100651),48.4288990001,-123.424606999,0,,Southbound Canteen at Esquimalt
100652,Northbound Richmond at Cochrane (#100652),48.4442450003,-123.326841,0,,Northbound Richmond at Cochrane
100653,Eastbound Lansdowne at Service (#100653),48.446068,-123.327835,0,,Eastbound Lansdowne at Service
100654,Eastbound Windsor at Monterey (#100654),48.4219620002,-123.313883,0,,Eastbound Windsor at Monterey
100655,Northbound Quadra at Tattersall Dr (#100655),48.4578830002,-123.359808,0,,Northbound Quadra at Tattersall Dr
100656,Northbound Shelbourne at North Dairy (#100656),48.4484230004,-123.3331,0,,Northbound Shelbourne at North Dairy
100657,Eastbound Oak Bay at Monterey (#100657),48.4264079997,-123.314579,0,,Eastbound Oak Bay at Monterey
100658,Eastbound Gorge Rd W at Inez (#100658),48.4491339999,-123.406171,0,,Eastbound Gorge at Inez
100659,Southbound Foul Bay at Townley (#100659),48.4400499997,-123.322151999,0,,Southbound Foul Bay at Townley
100661,Northbound Maplewood at Derby (#100661),48.4556410001,-123.35081,0,,Northbound Maplewood at Derby
100662,Southbound Burnside Rd W at Tillicum (#100662),48.4546089998,-123.393565,0,,Southbound Burnside at Tillicum
100663,Westbound Gorge Rd W at Inez (#100663),48.4492339998,-123.406384,0,,Westbound Gorge at Inez
100664,Westbound Cadboro Bay at Eastdowne (#100664),48.4335669999,-123.317083,0,,Westbound Cadboro Bay at Eastdowne
100665,Northbound Foul Bay at Townley (#100665),48.4405200001,-123.321917,0,,Northbound Foul Bay at Townley
100666,Northbound Saanich at Leslie (#100666),48.4581359998,-123.368776,0,,Northbound Saanich at Leslie
100667,Southbound Ravine at Vernon (#100667),48.4581139998,-123.375814,0,,Southbound Ravine at Vernon
100668,Westbound Obed at Bodega (#100668),48.4519490003,-123.401608,0,,Westbound Obed at Bodega
100669,Northbound Monterey at Woodlawn (#100669),48.4284989999,-123.313913,0,,Northbound Monterey at Woodlawn
100670,Northbound Burnside Rd W at Tillicum (#100670),48.4551579996,-123.393512,0,,Northbound Burnside at Tillicum
100671,Bay 1 (#100671),48.4542879997,-123.396380999,0,,Bay 1
100673,Eastbound Cadboro Bay at Eastdowne (#100673),48.433456,-123.315898,0,,Eastbound Cadboro Bay at Eastdowne
100674,Southbound Monterey at Woodlawn (#100674),48.4284842318,-123.314113896,0,,Southbound Monterey at Woodlawn
100675,Southbound Saanich at Swan (#100675),48.458572,-123.368851,0,,Southbound Saanich at Swan
100676,Northbound Cedar Hill at Oakcrest (#100676),48.4529700002,-123.340115,0,,Northbound Cedar Hill at Oakcrest
100677,Southbound Cedar Hill at Oakcrest (#100677),48.4531449999,-123.340237,0,,Southbound Cedar Hill at Oakcrest
100678,Southbound Richmond at Watson (#100678),48.4455371873,-123.326752608,0,,Southbound Richmond at Watson
100679,Westbound Vernon at Ravine (#100679),48.4589419996,-123.376479,0,,Westbound Vernon at Ravine
100680,Westbound Lansdowne at Frechette (#100680),48.446208,-123.327560999,0,,Westbound Lansdowne at Frechette
100681,Southbound Foul Bay at Neil (#100681),48.4417039999,-123.322068001,0,,Southbound Foul Bay at Neil
100682,Southbound Maplewood at Astoria (#100682),48.4565970002,-123.350971,0,,Southbound Maplewood at Astoria
100683,Westbound Craigflower at Garthland (#100683),48.446593,-123.41219,0,,Westbound Craigflower at Garthland
100684,Northbound Carey at Harriet (#100684),48.4583299059,-123.3792462,0,,Northbound Carey at Harriet
100685,Southbound Shelbourne at McRae (#100685),48.4500739999,-123.333248,0,,Southbound Shelbourne at McRae
100686,Eastbound Oak Bay at Oliver (#100686),48.426359,-123.312304,0,,Eastbound Oak Bay at Oliver
100687,Eastbound Craigflower at Garthland (#100687),48.4465260001,-123.412361,0,,Eastbound Craigflower at Garthland
100688,Northbound Maplewood at Pike (#100688),48.4570600001,-123.350842,0,,Northbound Maplewood at Pike
100689,Northbound Foul Bay at Neil (#100689),48.4422160004,-123.321810999,0,,Northbound Foul Bay at Neil
100690,Eastbound Windsor at St Patrick (#100690),48.4219419996,-123.311373,0,,Eastbound Windsor at St Patrick
100691,Eastbound Admirals at Coles (#100691),48.4380889998,-123.422265,0,,Eastbound Admirals at Coles
100692,Westbound Admirals at Coles (#100692),48.4382130002,-123.422226,0,,Westbound Admirals at Coles
100693,Eastbound Esquimalt at Lyall (#100693),48.4284140003,-123.428096,0,,Eastbound Esquimalt at Lyall
100694,Westbound Central at St Patrick (#100694),48.4166569996,-123.311557,0,,Westbound Central at St Patrick
100695,Eastbound Gorge Rd W at Dysart (#100695),48.4501590003,-123.409108,0,,Eastbound Gorge at Dysart
100696,Eastbound Vernon at Carey (#100696),48.4588639996,-123.37945,0,,Eastbound Vernon at Carey
100697,Northbound Shelbourne at McRae (#100697),48.4508779996,-123.333042,0,,Northbound Shelbourne at McRae
100698,Westbound Lyall at Moresby (#100698),48.4276359998,-123.428139,0,,Westbound Lyall at Moresby
100699,Westbound Gorge Rd W at Heath (#100699),48.4501719999,-123.408724,0,,Westbound Gorge at Heath
100700,Eastbound 500 block Obed (#100700),48.4528300003,-123.403681,0,,Eastbound 500 block Obed
100701,Westbound Oak Bay at York (#100701),48.4264689997,-123.311393,0,,Westbound Oak Bay at York
100702,Southbound Foul Bay at Forrester (#100702),48.4433329997,-123.321958,0,,Southbound Foul Bay at Forrester
100703,Eastbound Parklands at Cunningham (#100703),48.4415289997,-123.420339,0,,Eastbound Parklands at Cunningham
100704,Westbound 500 block Obed (#100704),48.4528320001,-123.403358,0,,Westbound 500 block Obed
100705,Bay N (#100705),48.4660794936,-123.308298912,0,,Bay N
100706,Westbound Kingsmill at Alexander (#100706),48.4426539998,-123.419699001,0,,Westbound Kingsmill at Alexander
100707,Southbound Cedar Hill at Derby (#100707),48.4546809996,-123.33982,0,,Southbound Cedar Hill at Derby
100708,Southbound St Ann at Cranmore (#100708),48.4310479998,-123.312177,0,,Southbound St Ann at Cranmore
100709,Westbound Trans-Canada at Tillicum (#100709),48.4580206211,-123.389492352,0,,Westbound Trans-Canada at Tillicum
100710,Eastbound Trans-Canada at Tillicum (#100710),48.457891,-123.389889,0,,Eastbound Trans-Canada at Tillicum
100711,Northbound Cedar Hill at Derby (#100711),48.455038,-123.339516,0,,Northbound Cedar Hill at Derby
100712,Northbound Richmond at Argyle (#100712),48.4474079996,-123.326124,0,,Northbound Richmond at Argyle
100713,Southbound Quadra at Rock (#100713),48.4599530004,-123.36054,0,,Southbound Quadra at Rock
100714,Eastbound Newport at St David (#100714),48.4259439999,-123.309949001,0,,Eastbound Newport at St David
100715,Eastbound Windsor at Transit (#100715),48.4219269996,-123.309413,0,,Eastbound Windsor at Transit
100716,Northbound 350 block Burnside Rd W (#100716),48.4568929998,-123.394587,0,,Northbound 350 block Burnside
100717,Northbound Foul Bay at Cochrane (#100717),48.444576,-123.321746,0,,Northbound Foul Bay at Cochrane
100718,Southbound Cadboro Bay at Dalhousie (#100718),48.4345299997,-123.313154,0,,Southbound Cadboro Bay at Dalhousie
100719,Southbound Richmond at Argyle (#100719),48.4472140003,-123.326379,0,,Southbound Richmond at Argyle
100720,Northbound St Ann at Cranmore (#100720),48.4315180002,-123.311668,0,,Northbound St Ann at Cranmore
100721,Westbound Central at Transit (#100721),48.4166300003,-123.309220999,0,,Westbound Central at Transit
100722,Southbound Saanich at Pendene (#100722),48.4607139998,-123.369084,0,,Southbound Saanich at Pendene
100723,Southbound Kingsmill at Parklands (#100723),48.4417329998,-123.42209,0,,Southbound Kingsmill at Parklands
100724,Northbound Saanich at Pendene (#100724),48.4610609996,-123.369003,0,,Northbound Saanich at Pendene
100725,Southbound Foul Bay at Watson (#100725),48.4454550003,-123.321877,0,,Southbound Foul Bay at Watson
100726,Southbound Carey at Huxley (#100726),48.4596289998,-123.381194,0,,Southbound Carey at Huxley
100727,Southbound Shelbourne at Knight (#100727),48.4529250003,-123.333192001,0,,Southbound Shelbourne at Knight
100728,Eastbound Parklands at McAdam (#100728),48.4405420004,-123.42354,0,,Eastbound Parklands at McAdam
100729,Northbound Carey at Huxley (#100729),48.4602530001,-123.381738999,0,,Northbound Carey at Huxley
100730,Northbound Admirals at Parklands (#100730),48.4394670002,-123.424614,0,,Northbound Admirals at Parklands
100731,Northbound Shelbourne at Knight (#100731),48.4530870001,-123.333002,0,,Northbound Shelbourne at Knight
100732,Southbound Blenkinsop at Tattersall (#100732),48.4590889998,-123.350999001,0,,Southbound Blenkinsop at Tattersall
100733,Southbound Admirals at Parklands (#100733),48.4393259999,-123.424685,0,,Southbound Admirals at Parklands
100734,Northbound Newport at Beresford (#100734),48.425423,-123.308856,0,,Northbound Newport at Beresford
100735,Westbound Obed at Dysart (#100735),48.4539840001,-123.405590999,0,,Westbound Obed at Dysart
100736,Northbound Blenkinsop at Tattersall (#100736),48.459216,-123.350806,0,,Northbound Blenkinsop at Tattersall
100737,Northbound Cadboro Bay at Woodhouse (#100737),48.4358700001,-123.312878999,0,,Northbound Cadboro Bay at Woodhouse
100738,Eastbound Gorge Rd W at Austin (#100738),48.4505300004,-123.411877,0,,Eastbound Gorge at Austin
100739,Southbound Cadboro Bay at Woodhouse (#100739),48.436614,-123.31303,0,,Southbound Cadboro Bay at Woodhouse
100740,Westbound Gorge Rd W at Austin (#100740),48.4505540004,-123.412237,0,,Westbound Gorge at Austin
100741,Bay M (#100741),48.4659310736,-123.30842808,0,,Bay M
100742,Southbound Newport at Transit (#100742),48.4246139999,-123.308033001,0,,Southbound Newport at Transit
100743,Southbound Burnside Rd W at Trans-Canada (#100743),48.4582080002,-123.394938,0,,Southbound Burnside at Trans-Canada
100744,Eastbound Cowper at Dysart (#100744),48.4535750001,-123.406692,0,,Eastbound Cowper at Dysart
100745,Northbound St Ann at Bowker (#100745),48.4329810002,-123.310715,0,,Northbound St Ann at Bowker
100746,Northbound Quadra at Rock (#100746),48.4604599997,-123.360461,0,,Northbound Quadra at Rock
100747,Northbound Cadboro Bay at Kinross (#100747),48.4372640002,-123.312785,0,,Northbound Cadboro Bay at Kinross
100748,Westbound Bowker at Lulie (#100748),48.4330699997,-123.310118,0,,Westbound Bowker at Lulie
100749,Southbound Carey at Seaton (#100749),48.4612179997,-123.383251,0,,Southbound Carey at Seaton
100750,Southbound Richmond at Ernest (#100750),48.4500015448,-123.325620958,0,,Southbound Richmond at Ernest
100751,Northbound Richmond at Ernest (#100751),48.4497959997,-123.325352,0,,Northbound Richmond at Ernest
100752,Southbound Foul Bay at Camosun College Main Entrance (#100752),48.4474570004,-123.321369,0,,Southbound Foul Bay at Camosun College Main Entrance
100753,Southbound Cedar Hill at Rowan (#100753),48.4571700003,-123.33919,0,,Southbound Cedar Hill at Rowan
100754,Northbound Craigflower at Aral (#100754),48.4496359996,-123.420417,0,,Northbound Craigflower at Aral
100755,Eastbound Craigflower at Dellwood (#100755),48.4478160004,-123.415664,0,,Eastbound Craigflower at Dellwood
100756,Northbound Cadboro Bay at Estevan (#100756),48.4385089998,-123.312638,0,,Northbound Cadboro Bay at Estevan
100757,Northbound Newport at Windsor (#100757),48.423837,-123.306686,0,,Northbound Newport at Windsor
100758,Southbound Cadboro Bay at Pacific (#100758),48.4388050001,-123.312806,0,,Southbound Cadboro Bay at Pacific
100759,Southbound Saanich at Lodge (#100759),48.4628419997,-123.36806,0,,Southbound Saanich at Lodge
100760,Northbound Saanich at Lodge (#100760),48.462652,-123.367976,0,,Northbound Saanich at Lodge
100761,Northbound Shelbourne at Derby (#100761),48.4547479999,-123.332957999,0,,Northbound Shelbourne at Derby
100762,Southbound Admirals at Luscombe (#100762),48.440419,-123.426171,0,,Southbound Admirals at Luscombe
100763,Northbound Foul Bay at Camosun College Main Entrance (#100763),48.4479950003,-123.320340999,0,,Northbound Foul Bay at Camosun College Main Entrance
100764,Westbound Central at Byng (#100764),48.4165460001,-123.306317,0,,Westbound Central at Byng
100765,Southbound Newport at Windsor (#100765),48.423294,-123.306228,0,,Southbound Newport at Windsor
100766,Northbound Carey at Seaton (#100766),48.4617039999,-123.383605,0,,Northbound Carey at Seaton
100768,Northbound Cedar Hill at Rowan (#100768),48.4576009997,-123.338872,0,,Northbound Cedar Hill at Rowan
100769,Eastbound Windsor at Newport (#100769),48.4237499997,-123.306048,0,,Eastbound Windsor at Newport
100770,Eastbound Gorge Rd W at Wyndeatt (#100770),48.4509019998,-123.414404,0,,Eastbound Gorge at Wyndeatt
100771,Southbound Quadra at Lodge (#100771),48.4624699997,-123.359976,0,,Southbound Quadra at Lodge
100772,Westbound Cowper at Austin (#100772),48.4545590002,-123.408841,0,,Westbound Cowper at Austin
100773,Southbound Cadboro Bay at Harlow (#100773),48.4400420002,-123.312674999,0,,Southbound Cadboro Bay at Harlow
100774,Eastbound Cowper at Austin (#100774),48.4544069998,-123.40887,0,,Eastbound Cowper at Austin
100775,Southbound Richmond at Woodley (#100775),48.4520977207,-123.326382494,0,,Southbound Richmond at Woodley
100776,Northbound Admirals at Caroline (#100776),48.441037,-123.426730001,0,,Northbound Admirals at Caroline
100777,Northbound Cadboro Bay at Harlow (#100777),48.4400077413,-123.312476198,0,,Northbound Cadboro Bay at Harlow
100778,Northbound Richmond at Woodley (#100778),48.4522579999,-123.326234,0,,Northbound Richmond at Woodley
100779,Westbound Gorge Rd W at Colquitz (#100779),48.4514569998,-123.415199999,0,,Westbound Gorge at Colquitz
100780,Southbound Carey at Diamond (#100780),48.4623889998,-123.384776,0,,Southbound Carey at Diamond
100781,Southbound Shelbourne at Cedar (#100781),48.4558419999,-123.333129,0,,Southbound Shelbourne at Cedar
100782,Northbound Quadra at Lodge (#100782),48.4630880003,-123.359493,0,,Northbound Quadra at Lodge
100783,Southbound Beach at Bowker (#100783),48.4321669997,-123.306842,0,,Southbound Beach at Bowker
100784,Southbound Richmond at Knight (#100784),48.4531470002,-123.326757,0,,Southbound Richmond at Knight
100785,Northbound Carey at Diamond (#100785),48.4628039997,-123.385011,0,,Northbound Carey at Diamond
100786,Westbound Central at Newport (#100786),48.4164890003,-123.304243,0,,Westbound Central at Newport
100787,Northbound Beach at Bowker (#100787),48.4323850002,-123.306482,0,,Northbound Beach at Bowker
100788,Southbound Newport at Orchard (#100788),48.4216210004,-123.303994,0,,Southbound Newport at Orchard
100789,Southbound Blenkinsop at Judge (#100789),48.4621359997,-123.350248,0,,Southbound Blenkinsop at Judge
100790,Northbound Blenkinsop at Judge (#100790),48.4622720002,-123.350031,0,,Northbound Blenkinsop at Judge
100791,Southbound 840 block Newport (#100791),48.4182909996,-123.303798999,0,,Southbound 840 block Newport
100792,Northbound Cadboro Bay at Neil (#100792),48.4421549999,-123.312213,0,,Northbound Cadboro Bay at Neil
100793,Northbound Richmond at Mayfair (#100793),48.4538989999,-123.326985,0,,Northbound Richmond at Mayfair
100794,Westbound Nottingham at Thompson (#100794),48.4413240002,-123.311882,0,,Westbound Nottingham at Thompson
100795,Southbound Craigflower at Aral (#100795),48.4491559999,-123.420050999,0,,Southbound Craigflower at Aral
100796,Southbound Newport at Margate (#100796),48.4204139998,-123.303282,0,,Southbound Newport at Margate
100797,Northbound Interurban at Dumeresq (#100797),48.4623519998,-123.395343001,0,,Northbound Interurban at Dumeresq
100798,Northbound Shelbourne at Rowan (#100798),48.4572099996,-123.332917,0,,Northbound Shelbourne at Rowan
100799,Westbound Craigflower at Rankin (#100799),48.4483789998,-123.417386,0,,Westbound Craigflower at Rankin
100800,Westbound Beach at Currie (#100800),48.4236750001,-123.302917,0,,Westbound Beach at Currie
100801,Southbound Beach at Dalhousie (#100801),48.4335789997,-123.305853,0,,Southbound Beach at Dalhousie
100802,Southbound Musgrave at Thompson (#100802),48.438119,-123.308091999,0,,Southbound Musgrave at Thompson
100803,Westbound Cowper at Colquitz (#100803),48.4556319997,-123.411291,0,,Westbound Cowper at Colquitz
100804,Eastbound Gorge Rd W at Inlet (#100804),48.4522249998,-123.417604999,0,,Eastbound Gorge at Inlet
100805,Northbound Burnside Rd W at Admirals (#100805),48.4603469996,-123.399633,0,,Northbound Burnside at Admirals
100806,Southbound Carey at Kent (#100806),48.4636705746,-123.386417595,0,,Southbound Carey at Kent
100807,Northbound Thompson at Musgrave (#100807),48.4381310003,-123.308459999,0,,Northbound Thompson at Musgrave
100808,Eastbound Mayhew at Dufferin (#100808),48.4398359998,-123.30934,0,,Eastbound Mayhew at Dufferin
100809,Eastbound Cowper at Colquitz (#100809),48.4556040001,-123.411914,0,,Eastbound Cowper at Colquitz
100810,Southbound Burnside Rd W at Rolston (#100810),48.4606529998,-123.400274001,0,,Southbound Burnside at Rolston
100811,Southbound Shelbourne at Pear (#100811),48.4582299997,-123.333107,0,,Southbound Shelbourne at Pear
100812,Westbound Gorge Rd W at Rockwell (#100812),48.4524510002,-123.417799,0,,Westbound Gorge at Rockwell
100813,Southbound Cedar Hill at Church (#100813),48.4602149997,-123.338297,0,,Southbound Cedar Hill at Church
100814,Northbound Beach at Dalhousie (#100814),48.4343769996,-123.304983,0,,Northbound Beach at Dalhousie
100815,Eastbound Estevan at Dunlevy (#100815),48.4371749996,-123.306885,0,,Eastbound Estevan at Dunlevy
100816,Northbound Cedar Hill at Church (#100816),48.4601640004,-123.338116,0,,Northbound Cedar Hill at Church
100817,Westbound Trans-Canada at McKenzie (#100817),48.4595110001,-123.4032,0,,Westbound Trans-Canada at McKenzie
100819,Northbound Admirals at Seenupin (#100819),48.4443940004,-123.427875,0,,Northbound Admirals at Seenupin
100820,Southbound Richmond at Cedar (#100820),48.4560649999,-123.328287001,0,,Southbound Richmond at Cedar
100821,Westbound Estevan at Dunlevy (#100821),48.43733,-123.30695,0,,Westbound Estevan at Dunlevy
100822,Northbound Richmond at Cedar (#100822),48.4562759999,-123.328189,0,,Northbound Richmond at Cedar
100823,Southbound Admirals at Thomas (#100823),48.4436569999,-123.428535,0,,Southbound Admirals at Thomas
100824,Westbound Nottingham at Burdick (#100824),48.4421080003,-123.310299,0,,Westbound Nottingham at Burdick
100825,Eastbound Trans-Canada at McKenzie (#100825),48.4593530004,-123.403773,0,,Eastbound Trans-Canada at McKenzie
100826,Westbound Foul Bay at University (#100826),48.4497010001,-123.317957999,0,,Westbound Foul Bay at University
100827,Eastbound Foul Bay at University (#100827),48.4495379999,-123.318004,0,,Eastbound Foul Bay at University
100828,Southbound Quadra at Hulford (#100828),48.4656880003,-123.361184,0,,Southbound Quadra at Hulford
100829,Northbound Shelbourne at Pear (#100829),48.4588140004,-123.332871,0,,Northbound Shelbourne at Pear
100830,Northbound Admirals at Cemetery (#100830),48.4471009998,-123.426296001,0,,Northbound Admirals at Cemetery
100831,Southbound Saanich at Greenridge (#100831),48.4661679999,-123.368740001,0,,Southbound Saanich at Greenridge
100833,Southbound Richmond at Donnelly (#100833),48.4573540001,-123.328968001,0,,Southbound Richmond at Donnelly
100834,Southbound Glanford at Jolly (#100834),48.4662659999,-123.387898,0,,Southbound Glanford at Jolly
100835,Southbound Blenkinsop at Union (#100835),48.4645859996,-123.350245999,0,,Southbound Blenkinsop at Union
100836,Northbound Saanich at Greenridge (#100836),48.4665020001,-123.368869,0,,Northbound Saanich at Greenridge
100837,Eastbound Admirals at Cowper (#100837),48.4562189997,-123.413604001,0,,Eastbound Admirals at Cowper
100838,Eastbound Estevan at Lincoln (#100838),48.4363649998,-123.304479001,0,,Eastbound Estevan at Lincoln
100839,Westbound Carey at Ralph (#100839),48.4649220004,-123.388116,0,,Westbound Carey at Ralph
